player,mu,sigma,wins,losses,sets
dilly,22.0920284357,5.44314183987,1,2,3
ander,22.0877045208,4.69231134392,2,4,6
mojo joe,22.0868844265,4.40058348324,2,4,6
tvfish15,22.0864432836,5.62575211467,1,2,3
treeze,22.0847631009,5.53758031179,1,2,3
judzuu,22.0832446758,5.52720444839,1,2,3
pph,22.0832446758,5.52720444839,1,2,3
srocky,22.0832446758,5.52720444839,1,2,3
volk,22.0832446758,5.52720444839,1,2,3
jaws,22.0826521404,5.24556427587,1,2,3
k1ngcr0w,22.0812181947,5.53363232946,1,2,3
blackg,22.0795222369,4.13422953105,2,4,6
waga,22.0780319604,5.37477078636,1,2,3
slime,22.0767589404,4.44647829417,2,4,6
keiththegeek,22.0765426337,5.01160923434,1,2,3
bblz,22.0746114234,4.68665709788,2,4,6
stoopdapoop,22.0742031315,4.25378374901,2,4,6
black^sheep,22.0728110684,5.52622024907,1,2,3
supermrjmt,22.0725068832,3.6840134413,3,6,9
kidracula,22.0695810618,5.62181335914,1,2,3
seel,22.0654151377,5.41590627604,1,2,3
intersect,22.0629926707,5.18781282694,1,2,3
pilgor,22.0629818257,4.99257733161,1,2,3
bombsoldier,22.0618853432,5.40881041119,1,2,3
spills,22.0526371389,3.75448263222,3,6,9
otak_,22.0520957792,2.85766447098,5,9,14
nochill,22.0518390091,5.42367552841,1,2,3
pil0t,22.0511532004,5.4846880348,1,2,3
beckett,22.05021716,5.64650832995,1,2,3
saphire121,22.0501116251,5.06821109333,1,2,3
senpai,22.0487916157,5.50016510623,1,2,3
kirito green,22.0376437576,5.53207962878,1,2,3
the ram,22.0361917371,5.63964329496,1,2,3
cosmic,22.0340688051,4.2988671009,2,4,6
per hammar,22.0332489723,4.81370693781,1,4,5
octavian,22.0314453838,5.56472223734,1,2,3
pochilin,22.03119507,5.61303384698,1,2,3
meyerzzzz,22.0297030368,5.61391904496,1,2,3
whales,22.0294851348,5.61201534725,1,2,3
mob,22.0216887851,4.73433439005,2,4,6
my dad makes me play this,22.0212627072,5.39372749982,1,2,3
knææ,22.0206541609,3.9241913867,3,4,7
gameover,22.01984862,5.44078872362,1,2,3
bhox,22.0179523276,5.25402999697,1,2,3
rome,22.0173540056,3.40399577843,4,6,10
phoenixzero,22.0157758615,4.30472015907,2,4,6
suzarya,22.0128453197,5.40082297142,1,2,3
shysta,22.01184332,5.48535137183,1,2,3
tkbreezy,22.0111882859,5.41554730551,1,2,3
nostalgickitty,22.0098099437,5.44459265419,1,2,3
modus,22.0078356929,4.0957514862,2,4,6
erki,22.0076206103,3.21240756732,4,8,12
legendary link player,22.0067066706,4.33033150658,2,4,6
bitterking,22.0046547436,5.39800574875,1,2,3
mochi,21.9979127574,5.44065407861,1,2,3
duffo,21.995518143,5.35913855115,1,2,3
cookie,21.991979784,4.04169483567,3,4,7
astro,21.9878781626,5.46853370907,1,2,3
icahandlarn,21.9848446112,5.30733590175,1,3,4
ready set goats!,21.98355838,5.60187590387,1,2,3
bonobono,21.9819109185,5.49095192548,1,2,3
garou,21.9797969827,5.3072751125,1,2,3
kush wizard,21.9795633111,5.54214673459,1,2,3
mustard,21.9794794472,3.98192109208,2,4,6
othello,21.9714249621,5.1125111993,1,2,3
pied,21.9704160516,5.20519456976,1,2,3
wsyk,21.9665705128,5.13358258096,1,2,3
honk,21.9639172469,5.45463079654,1,2,3
reyond,21.9614994366,5.19926997725,1,2,3
just watch,21.9614227476,5.59772740715,1,2,3
sirjosh,21.9571889912,5.59547889742,1,2,3
nodge,21.9538391242,5.31705041821,1,2,3
retheo,21.9467512033,4.91766094649,1,2,3
haimatox,21.9411967595,5.59196921317,1,2,3
purple pain,21.9394066711,5.59316731964,1,2,3
agahnim,21.9373846529,5.4327342813,1,2,3
dauvid,21.9346889723,4.17667366463,2,4,6
u guy,21.9313162783,4.14753214088,2,4,6
aesthetic,21.928287631,4.28298399502,1,4,5
krakhead,21.9273861778,5.39075194528,1,2,3
organic,21.9227173716,5.58942059896,1,2,3
mossman,21.9213209011,3.2969468911,3,7,10
gizmodro,21.9195166572,4.05604187414,2,4,6
geoscyl,21.9170536391,5.02723356362,1,2,3
sorbet,21.916195216,5.51051035713,1,2,3
the chief,21.916195216,5.51051035713,1,2,3
most defs,21.916195216,5.51051035713,1,2,3
chrisinajar,21.916195216,5.51051035713,1,2,3
yung_stalin,21.916195216,5.51051035713,1,2,3
chef,21.915590598,3.64041452882,3,5,8
sensai,21.9144520122,5.15001607171,1,2,3
buddyboy,21.9140940492,5.39194151645,1,2,3
gorilla,21.9136956716,5.23263440102,1,2,3
jakester,21.9105652695,4.88593688398,1,2,3
pushin,21.9014769058,5.48688954013,1,2,3
bee,21.899304451,4.1512012286,2,4,6
cloak n swagger,21.8978232835,5.26401094482,1,2,3
trouts,21.8967191798,4.29127311121,2,4,6
froll3,21.8966279966,4.58859769935,1,3,4
sweet_lu,21.8954554829,5.5011661079,1,2,3
blackmoneycris,21.8939241416,5.53022596476,1,2,3
bombproof,21.889810193,4.13756720867,2,4,6
avenu,21.8878422546,4.22463295293,2,4,6
wham,21.8873668439,5.33873303659,1,2,3
edwin1-100,21.8845580825,5.04271584789,1,2,3
riot,21.8813504197,5.58154180527,1,2,3
lorek,21.8775012988,3.85162050086,2,3,5
nocturne,21.876141597,3.80518855672,2,4,6
dr. acula zx,21.8745786293,5.53021788315,1,2,3
magellan,21.8730285998,4.10088309883,2,4,6
steventheyoung,21.8729427154,3.07493456181,3,9,12
master jay,21.8714261764,5.58068018819,1,2,3
knapsack,21.8701560844,5.53519992295,1,2,3
cilan,21.8694587625,5.47496820702,1,2,3
keg,21.8660253348,5.51496910945,1,2,3
twto,21.8660253348,5.51496910945,1,2,3
barca,21.8660253348,5.51496910945,1,2,3
moon over my-hammy,21.864712384,5.46381891249,1,2,3
supermanchunky,21.8613914253,5.57549200227,1,2,3
kl3an,21.8612668498,4.27392979832,2,4,6
dcmaster,21.8600883272,4.10786185553,2,4,6
rx,21.8589882273,5.54082180954,1,2,3
ike,21.8589882273,5.54082180954,1,2,3
sedrader,21.8557793117,5.64499970563,1,2,3
sprak,21.8543177683,4.11988810139,2,4,6
jesusgoestoprom,21.8531638008,5.26956867761,1,2,3
krisp,21.8523597433,5.57403513103,1,2,3
otachi,21.8497200449,5.4416970047,1,2,3
vans,21.8427814843,3.67420843046,3,4,7
tri-volt,21.8415613036,5.45443744015,1,2,3
roro,21.8397848049,5.1876355732,1,2,3
smurf,21.8395655546,2.95265322915,4,8,12
vu,21.833299923,4.15548642833,2,4,6
elfie,21.8318509666,5.40398847469,1,2,3
xbeke,21.8307235041,5.25562130834,1,2,3
rocket,21.8170511949,4.13562487738,2,4,6
squirrlz,21.8137452478,5.35774002186,1,2,3
jeffsphere,21.8089052789,5.38341132505,1,2,3
tw!nk,21.8075834253,4.01486155165,2,4,6
slenda man,21.8066532601,5.4501169425,1,2,3
emb,21.803914455,4.44326235591,2,4,6
american brav0,21.8038486567,5.355342806,1,2,3
thissideup,21.7980434245,5.14656548974,1,2,3
cod,21.7943613344,5.25054788538,1,2,3
hentai69,21.7911686194,4.5265545468,1,2,3
arisingshadow,21.7827930377,5.56307180664,1,2,3
jakejam,21.7809924441,5.53923086061,1,2,3
tracer,21.7804428866,5.4972002095,1,2,3
candy,21.7774518952,3.75581322702,2,6,8
krax,21.7764631568,3.17512814439,4,7,11
no hablo,21.776199059,5.50533913166,1,2,3
koebeldwill,21.7759944164,5.53475569397,1,2,3
pikmon,21.7663811411,5.39314340472,1,2,3
klexi,21.7650042041,4.80734598518,2,4,6
dw,21.7637294951,3.44069756283,4,7,11
krodomon,21.7628816065,5.49076598866,1,2,3
nasty,21.7557296803,3.63025021817,3,6,9
hiben75,21.7546189873,5.2828879512,1,2,3
honeydew,21.75444071,5.4639369102,1,2,3
kieuarty,21.7530585833,5.29811414404,1,2,3
sianvar,21.7497945571,6.94866207219,0,1,1
kuradoberi,21.7439469957,5.29555331789,1,2,3
aurebeshx,21.742229882,4.97453748747,1,2,3
daniel-san,21.7402391555,5.5539956083,1,2,3
kälte,21.7387574076,5.5773559577,1,2,3
some moose,21.7361632362,7.18946781528,0,1,1
fathr,21.7330462476,3.48471353469,3,4,7
zora,21.7265374198,5.52194122996,1,2,3
tigurz,21.7251122548,5.55145150506,1,2,3
butterysmooth,21.723448264,5.73462724351,1,2,3
jonah,21.7189700995,3.18481135856,5,6,11
annapower89,21.7120089106,4.99878390257,1,3,4
jackedpuffguy,21.7087656534,4.16119208332,2,4,6
rocknturtle,21.7049575742,5.41274699013,1,2,3
trevor,21.7018578104,3.97222513527,2,4,6
psychowaffle,21.697570908,3.96602433869,2,4,6
rickter_scale,21.6973753242,5.46440957939,1,2,3
doritocrumbman,21.6935903377,5.46435805496,1,2,3
ruru,21.6877983668,5.54513985144,1,2,3
mfdom,21.6867950646,5.49425252058,1,2,3
na+,21.6867950646,5.49425252058,1,2,3
too many cooks,21.6867950646,5.49425252058,1,2,3
professor cube,21.6867950646,5.49425252058,1,2,3
jr1501,21.6867950646,5.49425252058,1,2,3
kelbek,21.6867950646,5.49425252058,1,2,3
mrbitter,21.6867950646,5.49425252058,1,2,3
bassmanbran,21.6867950646,5.49425252058,1,2,3
scraggus,21.6867950646,5.49425252058,1,2,3
hno3,21.6867950646,5.49425252058,1,2,3
yuxminato,21.6867950646,5.49425252058,1,2,3
the derrit,21.6867950646,5.49425252058,1,2,3
glgwawa,21.6867950646,5.49425252058,1,2,3
hnic,21.6867950646,5.49425252058,1,2,3
me,21.6867950646,5.49425252058,1,2,3
ausuri,21.6867950646,5.49425252058,1,2,3
mental djent,21.6867950646,5.49425252058,1,2,3
timbo,21.6867950646,5.49425252058,1,2,3
decency,21.6867950646,5.49425252058,1,2,3
captain lio,21.6867950646,5.49425252058,1,2,3
telic,21.6867950646,5.49425252058,1,2,3
fr1so,21.6867950646,5.49425252058,1,2,3
kat in the sac,21.6867950646,5.49425252058,1,2,3
ms. hester,21.6867950646,5.49425252058,1,2,3
not thor,21.6867950646,5.49425252058,1,2,3
dabes,21.6867950646,5.49425252058,1,2,3
skaterjayy,21.6867950646,5.49425252058,1,2,3
darklucario,21.6867950646,5.49425252058,1,2,3
epicramen,21.6867950646,5.49425252058,1,2,3
rngeesus,21.6867950646,5.49425252058,1,2,3
dd,21.6867950646,5.49425252058,1,2,3
starelf,21.6867950646,5.49425252058,1,2,3
dhir,21.6867950646,5.49425252058,1,2,3
ocks_rock,21.6867950646,5.49425252058,1,2,3
neverlucky,21.6867950646,5.49425252058,1,2,3
tape,21.6860773411,5.47985703048,1,2,3
gario,21.6860773411,5.47985703048,1,2,3
jamnt0ast,21.6860773411,5.47985703048,1,2,3
tvdonk,21.6860773411,5.47985703048,1,2,3
mulkster,21.6860773411,5.47985703048,1,2,3
allday napper,21.6860773411,5.47985703048,1,2,3
bphan,21.6860773411,5.47985703048,1,2,3
stick,21.6860773411,5.47985703048,1,2,3
noro,21.6860773411,5.47985703048,1,2,3
razz,21.6860773411,5.47985703048,1,2,3
debra!,21.6860773411,5.47985703048,1,2,3
sleeh,21.6860773411,5.47985703048,1,2,3
kittenlover,21.6860773411,5.47985703048,1,2,3
cashew,21.6860773411,5.47985703048,1,2,3
glasper,21.6860773411,5.47985703048,1,2,3
cyxy,21.6860773411,5.47985703048,1,2,3
carrot lord,21.6860773411,5.47985703048,1,2,3
matsson,21.6860773411,5.47985703048,1,2,3
franknstein,21.6860773411,5.47985703048,1,2,3
bagels,21.6860773411,5.47985703048,1,2,3
bamkek,21.6860773411,5.47985703048,1,2,3
pistols,21.6860773411,5.47985703048,1,2,3
zomb,21.6860773411,5.47985703048,1,2,3
caelan,21.6860773411,5.47985703048,1,2,3
cubot64,21.6860773411,5.47985703048,1,2,3
smackledorf007,21.6860773411,5.47985703048,1,2,3
fzzr,21.6860773411,5.47985703048,1,2,3
pastor,21.6860773411,5.47985703048,1,2,3
steak,21.6860773411,5.47985703048,1,2,3
cate!,21.6860773411,5.47985703048,1,2,3
somekid,21.6860773411,5.47985703048,1,2,3
jorbic,21.6860773411,5.47985703048,1,2,3
irishwristwatch,21.6860773411,5.47985703048,1,2,3
redfern,21.6860773411,5.47985703048,1,2,3
conch,21.6860773411,5.47985703048,1,2,3
mamabenji,21.6860773411,5.47985703048,1,2,3
trig,21.6860773411,5.47985703048,1,2,3
cheung,21.6860773411,5.47985703048,1,2,3
trippy,21.6860773411,5.47985703048,1,2,3
sergio,21.6860773411,5.47985703048,1,2,3
bat,21.6860773411,5.47985703048,1,2,3
the piledriver,21.6825456282,5.52643006716,1,2,3
dannyd,21.6750770435,5.35288625009,1,2,3
mahatma,21.6743115052,4.37039127025,1,3,4
k-c,21.6718102572,5.00701478016,1,2,3
waddledude,21.6704863467,5.55069055658,1,2,3
bennyboy98,21.6701830111,5.46052099973,1,2,3
dalius,21.6694500604,4.66887899833,1,4,5
paradox,21.6682152215,5.25836678053,1,2,3
the maltese falco,21.6632167439,5.49473487238,1,2,3
donnie cash,21.6592621832,4.33804653503,2,4,6
duk,21.6589702642,4.27802447311,2,4,6
moku,21.6578258165,5.53672997553,1,2,3
bigpoopz,21.6556900025,5.41483970412,1,2,3
apollo [thomas],21.6524669181,5.43677576938,1,2,3
noj,21.6524256777,4.31706322202,2,3,5
searabbits,21.6519753409,5.22911446109,1,2,3
viceroy,21.6504358409,4.46933529251,2,4,6
waltz,21.6489782411,5.28916088193,1,2,3
ajefk12555,21.6449948491,5.23535475087,1,2,3
flastname,21.6446779128,7.16091020226,0,1,1
ail,21.6361515135,5.25580397939,1,2,3
icon,21.6217934152,4.38409972372,2,4,6
damfam,21.6214081122,4.56923539942,2,4,6
satco,21.620698463,3.9056165557,2,4,6
two,21.6201948197,5.07566536557,1,3,4
boobs,21.6174316369,5.59319918565,1,2,3
ktpt,21.6168279711,6.58601817584,0,2,2
magmios,21.6126957241,5.54230632236,1,2,3
lo,21.611254881,5.36224166277,1,2,3
monk,21.6108614099,4.12030349436,2,4,6
drug,21.6094723496,5.52977469192,1,2,3
silo,21.6074869128,4.33177885169,2,4,6
alchemist,21.6063836572,3.18741293562,5,9,14
sadu,21.6054682305,4.76283361794,1,2,3
drstyles,21.6028599228,5.4682526801,1,2,3
swiftwolf,21.5994492443,5.26806721926,1,2,3
snice,21.5962731019,5.36742175227,1,2,3
pretzelguy,21.5883659655,4.35353508857,2,4,6
quest,21.5864755235,4.36346828797,2,4,6
dime,21.5781572636,3.13208835923,4,8,12
moment,21.5768951599,4.9877364106,1,2,3
melo,21.5742046227,5.32534420919,1,2,3
brochill,21.5732604837,5.34178752331,1,2,3
sunny,21.57216416,4.99515629648,1,3,4
uleksite,21.571879132,4.34931981182,2,4,6
cdrom,21.5692672162,5.36265151535,1,2,3
hyperbole,21.5668418815,6.62880771082,0,2,2
iceluigi,21.5650033291,5.52008655115,1,2,3
not that good,21.5643801316,5.0362832662,1,2,3
clifford,21.5640208982,5.48534755542,1,2,3
tiddles,21.5598189139,5.61224622472,1,2,3
bricks,21.5579610741,5.50341732119,1,2,3
hyphy,21.5571190518,5.17916358385,1,2,3
ahkiat09,21.5562054222,4.24513117265,1,4,5
tj combo,21.5532222116,5.32199650355,1,2,3
ikeatm,21.5491100653,5.38312582818,1,2,3
cb,21.5416093963,7.20060747438,0,1,1
radamen,21.5416093963,7.20060747438,0,1,1
scruffy,21.5416093963,7.20060747438,0,1,1
kreylekz,21.5416093963,7.20060747438,0,1,1
mason,21.5416093963,7.20060747438,0,1,1
spt,21.5416093963,7.20060747438,0,1,1
radeon,21.5395163172,6.54636768132,0,2,2
minusev,21.539266883,4.78250920596,1,2,3
5'10,21.5381794288,7.05056853341,0,1,1
littleboylarry,21.5380103834,5.65844195179,1,2,3
bleh27,21.5363675438,5.37092029601,1,2,3
abaasy,21.5344776435,5.48974888375,1,2,3
joe,21.5343129957,4.96568230183,1,2,3
shug,21.5296678768,3.13945068117,5,8,13
ogjanks,21.5289913219,5.51197413268,1,2,3
caped baldy,21.5285038533,4.09982465186,2,4,6
poofies,21.5272861026,5.34980638975,1,2,3
bit.ly/mamekitsune,21.5267007235,6.78006389915,0,2,2
suuu,21.5230355942,5.26697041254,1,2,3
floonchdoonch,21.522299358,3.50089668995,4,7,11
sazeny,21.5222343644,5.58740619709,1,2,3
purplepanda,21.5216865433,4.55800598171,2,4,6
voltaire,21.5151863904,5.51348316469,1,2,3
myroknpancakes,21.5148377298,4.0063866315,2,4,6
oless,21.5135957926,3.98878822244,1,4,5
ashley,21.5095215727,4.89056559249,1,2,3
cat_tree,21.5047657545,5.52858492613,1,2,3
liaem,21.5047657545,5.52858492613,1,2,3
von,21.5047657545,5.52858492613,1,2,3
espi,21.5047657545,5.52858492613,1,2,3
malkasaur,21.5047657545,5.52858492613,1,2,3
bratic,21.5047657545,5.52858492613,1,2,3
wransky,21.5047657545,5.52858492613,1,2,3
trickster,21.5047657545,5.52858492613,1,2,3
halaa,21.5047657545,5.52858492613,1,2,3
lopsided,21.5047657545,5.52858492613,1,2,3
pocket,21.5047657545,5.52858492613,1,2,3
poodledeedoop,21.5047657545,5.52858492613,1,2,3
dude,21.5047657545,5.52858492613,1,2,3
drumrollpls,21.5047657545,5.52858492613,1,2,3
mrl3gume,21.5047657545,5.52858492613,1,2,3
just kevin,21.5047657545,5.52858492613,1,2,3
gilby,21.5047657545,5.52858492613,1,2,3
burgher earl,21.5047657545,5.52858492613,1,2,3
leather daddy,21.5047657545,5.52858492613,1,2,3
katahri,21.5047657545,5.52858492613,1,2,3
pray,21.5047657545,5.52858492613,1,2,3
seamoose,21.5043065908,4.35663248395,2,4,6
tedgar,21.4996546172,5.4403879893,1,2,3
wwjd,21.4994226585,5.23430373125,1,2,3
jankz,21.4948711517,3.63626185091,3,7,10
huber,21.4945122717,5.54334620599,1,2,3
fice,21.4938569557,5.47127015196,1,2,3
chals,21.4864750629,3.07639083036,5,9,14
tyde,21.4830949607,5.06775078303,1,2,3
guccipivotmaster4000,21.4780678816,5.51141192656,1,2,3
whichkraft,21.4693243196,5.49951526608,1,2,3
lysid,21.4687202075,5.52204088431,1,2,3
sd rick,21.4654959409,5.50755396434,1,2,3
starwolf,21.4634936388,4.92240869813,1,2,3
wik,21.4610854059,4.64453052231,1,4,5
redwing,21.4598828015,5.04800392378,1,2,3
leavescat,21.4560286717,5.3032322909,1,2,3
psythr,21.4551593182,4.34255122644,2,4,6
jabberwock,21.4523049901,4.08499589889,2,6,8
nitsua,21.4490190207,6.95409914069,0,1,1
booty,21.4396711443,5.66044490451,1,2,3
calebtemple,21.4364592516,5.27347074322,1,3,4
iceberg,21.4344569607,4.77133192541,2,4,6
kirbykid,21.4341201392,5.46215455339,1,2,3
depp,21.4306844084,5.56067450099,1,2,3
dreekas,21.4270623258,5.09895923898,1,2,3
gambit,21.4248655198,5.59282554938,1,2,3
harvey_birdman,21.4230236125,5.49885983923,1,2,3
mrluggyogirl,21.4221626132,5.51661217091,1,2,3
farthbog,21.4218708538,5.42241854477,1,2,3
cr,21.4193707435,4.43142050758,2,4,6
jon carr,21.4175623107,6.58593648281,0,2,2
arol,21.416215944,4.5351944387,2,4,6
ybro,21.414502121,5.13481352704,1,2,3
falf,21.4144570984,5.36831481341,1,2,3
akaboshi,21.4138892626,5.28874299137,1,2,3
bambi,21.4054872772,3.75050212607,3,7,10
photon,21.4037569096,5.61626627993,1,2,3
dani,21.4014137882,5.53156813266,1,2,3
missing,21.4013360005,5.40058092352,1,2,3
sad,21.400393691,5.33111348801,1,2,3
stonehaus,21.400043856,3.93596435687,2,4,6
atticus,21.3985864411,5.2963669076,1,2,3
coupon,21.3974864253,4.52566068386,2,4,6
kylebrandon,21.3955768667,5.00163000295,1,2,3
young metro,21.3940150763,4.86336427335,1,2,3
sputo,21.3930008205,5.27757591568,1,2,3
barry allen,21.3877537463,5.25333277675,1,2,3
2 trainz,21.3866623381,3.78073724344,3,6,9
wille1923,21.3805716896,4.71427744162,1,4,5
link strife,21.377992484,4.00195259844,2,5,7
kidney,21.3745467636,3.91845276745,2,5,7
wisaac,21.3644578071,4.01134363968,2,4,6
kakpu,21.3640038114,7.13829747382,0,1,1
amz,21.3628058596,4.16248076389,2,4,6
bobalu,21.356935652,4.68296475947,2,2,4
samo,21.3504332979,6.91825477652,0,1,1
spence,21.349782228,5.44249514337,1,2,3
thereal,21.3456211649,4.33684296885,2,4,6
zelms,21.3455135387,5.46466544969,1,3,4
ssb4 sucks,21.3422581477,5.51129103904,1,2,3
k•maru,21.3422581477,5.51129103904,1,2,3
spinr,21.3422581477,5.51129103904,1,2,3
heeb,21.3422581477,5.51129103904,1,2,3
coveredinbees,21.3422581477,5.51129103904,1,2,3
fierce,21.3422581477,5.51129103904,1,2,3
jeezus,21.3422581477,5.51129103904,1,2,3
the don,21.3422581477,5.51129103904,1,2,3
0xyswag,21.3422581477,5.51129103904,1,2,3
ej39,21.3422581477,5.51129103904,1,2,3
crawfish,21.3422581477,5.51129103904,1,2,3
shwang,21.3422581477,5.51129103904,1,2,3
og asi,21.3422581477,5.51129103904,1,2,3
yourfaceson,21.3422581477,5.51129103904,1,2,3
sleepy time,21.3422581477,5.51129103904,1,2,3
tenemos,21.3422581477,5.51129103904,1,2,3
sjw,21.3422581477,5.51129103904,1,2,3
blondie,21.3422581477,5.51129103904,1,2,3
smyd,21.3422581477,5.51129103904,1,2,3
metro,21.3422581477,5.51129103904,1,2,3
bangboy2000,21.3422581477,5.51129103904,1,2,3
hitboxninja,21.3422581477,5.51129103904,1,2,3
javelin,21.3422581477,5.51129103904,1,2,3
griffin,21.3422581477,5.51129103904,1,2,3
fatal,21.3422581477,5.51129103904,1,2,3
horse marth,21.3422581477,5.51129103904,1,2,3
tortellini tyler,21.3422581477,5.51129103904,1,2,3
castaway,21.3422581477,5.51129103904,1,2,3
loring,21.3422581477,5.51129103904,1,2,3
reckon,21.3422581477,5.51129103904,1,2,3
dox,21.3422581477,5.51129103904,1,2,3
claus,21.3422581477,5.51129103904,1,2,3
chuluu,21.3422581477,5.51129103904,1,2,3
dru_p,21.3422581477,5.51129103904,1,2,3
jfm,21.3422581477,5.51129103904,1,2,3
goonknight,21.3422581477,5.51129103904,1,2,3
gutwrencherttd,21.3422581477,5.51129103904,1,2,3
boscotty,21.3422581477,5.51129103904,1,2,3
anti care,21.3422581477,5.51129103904,1,2,3
koon,21.3422581477,5.51129103904,1,2,3
jisskhalifa,21.3422581477,5.51129103904,1,2,3
gnast,21.3422581477,5.51129103904,1,2,3
frankypaul,21.3422581477,5.51129103904,1,2,3
winda,21.3422581477,5.51129103904,1,2,3
meatcoffee,21.3422581477,5.51129103904,1,2,3
doubledorf,21.3422581477,5.51129103904,1,2,3
wine,21.3422581477,5.51129103904,1,2,3
azzy,21.3422581477,5.51129103904,1,2,3
cremepuff,21.3422581477,5.51129103904,1,2,3
jordova,21.3422581477,5.51129103904,1,2,3
sensazn,21.3422581477,5.51129103904,1,2,3
rish,21.3422581477,5.51129103904,1,2,3
v2o,21.3422581477,5.51129103904,1,2,3
plr0,21.3422581477,5.51129103904,1,2,3
harmless,21.3422581477,5.51129103904,1,2,3
trebert,21.3422581477,5.51129103904,1,2,3
jerome the gnome,21.3422581477,5.51129103904,1,2,3
hella ugly,21.3422581477,5.51129103904,1,2,3
goku,21.3422581477,5.51129103904,1,2,3
del,21.3422581477,5.51129103904,1,2,3
roi,21.3422581477,5.51129103904,1,2,3
mattymoo,21.3422581477,5.51129103904,1,2,3
homebad,21.3422581477,5.51129103904,1,2,3
jerbear,21.3422581477,5.51129103904,1,2,3
connoreno,21.3422581477,5.51129103904,1,2,3
tittyboi,21.3422581477,5.51129103904,1,2,3
jonksy,21.3415278976,4.29060413628,2,4,6
hotrod,21.3396588521,4.10454838297,2,4,6
paulito,21.3385591765,5.13818877457,1,2,3
dvid,21.3371032557,4.14312400354,2,5,7
swampy,21.3302746012,5.37707178665,1,2,3
sabo,21.3198605137,3.99054868507,2,5,7
paprika,21.3197182811,5.00633405073,1,2,3
20xx,21.3154171073,5.37324972753,1,2,3
darkshadowed,21.3129094028,5.58720274447,1,2,3
bants,21.3125629193,5.49226500014,1,2,3
raalts,21.3104610452,3.17440178236,5,8,13
sdmage,21.3023377906,5.41663186537,1,2,3
climax,21.3003394596,5.40218399444,1,2,3
jab,21.299328484,3.2478168012,4,9,13
ad,21.2948567839,5.34951594597,1,2,3
zeny,21.2864544297,5.51329081715,1,2,3
macbeth,21.2843447195,5.46711193125,1,2,3
arctic,21.2834602681,6.5827026474,0,2,2
romulus,21.2833696258,3.87083177438,2,4,6
veso,21.2827087779,5.03037815367,1,4,5
