player,rating,rd,sets,wins,losses,num_tourneys
schmav,1572.10991729,194.291971789,12,8,4,2
choknater,1572.10991729,194.731533917,5,3,2,1
impact series,1572.10991729,194.731533917,5,3,2,1
juicen,1572.10991729,194.731533917,5,3,2,1
x-rey,1572.10991729,194.731533917,5,3,2,1
wphp,1572.10991729,194.731533917,5,3,2,1
el pollo flaco,1572.10991729,194.731533917,5,3,2,1
jamesconquest,1572.10991729,194.731533917,5,3,2,1
22k,1572.10991729,193.949401396,5,3,2,1
divinius,1572.10991729,193.900413361,5,3,2,1
janet,1572.10991729,194.731533917,5,3,2,1
quixotic,1572.10991729,194.731533917,5,3,2,1
death arcana,1572.10991729,194.731533917,5,3,2,1
falcoty,1572.10991729,194.731533917,5,3,2,1
biscuittricks,1572.10991729,194.731533917,5,3,2,1
grey,1572.10991729,193.557149963,5,3,2,1
zeldafreak,1572.10991729,194.731533917,5,3,2,1
burnt out ninja,1572.10991729,194.731533917,5,3,2,1
corleone,1572.10991729,194.731533917,5,3,2,1
colony,1572.04307497,161.57021632,8,4,4,2
puddle,1572.01950713,157.996132912,9,5,4,2
soil,1572.01469687,178.822854002,5,3,2,1
sudo,1571.99520825,165.259449244,6,4,2,1
gurglehusk,1571.70010001,138.983652326,9,5,4,2
lockerific,1571.69916966,193.194159494,4,2,2,1
onisser,1571.67829131,164.499405276,6,4,2,1
1der,1571.57289527,178.133604422,5,3,2,1
purple sku,1571.56180697,187.479569706,5,3,2,1
mt. crushmore,1571.54450936,194.852955414,4,2,2,1
otg,1571.47971906,179.369199419,5,3,2,1
sealand,1571.46955379,185.553670457,5,3,2,1
toy,1571.36871116,177.565802554,6,4,2,1
guero,1571.28610297,168.09107464,7,4,3,1
scar,1570.71190768,126.522649856,14,8,6,3
petery,1570.71011781,184.5653652,5,3,2,1
deep c. squid,1570.33968269,181.053633573,5,3,2,1
datrooph,1570.32068585,193.305750433,4,2,2,1
batterydc,1570.29201848,154.756095119,10,5,5,2
jake13,1570.27191749,116.949660671,17,9,8,4
plufball,1570.25876584,167.257006172,7,4,3,1
yocus_pocus,1569.98799449,154.164681333,7,4,3,1
dunkasaurus_rex,1569.9652359,181.415737502,6,4,2,1
ringler,1569.89550142,87.2184300681,38,19,19,10
dashdancedan,1569.8188562,256.58836267,8,4,4,2
deja,1569.8048862,159.341736719,7,4,3,2
spitzy,1569.75823323,143.008865396,10,6,4,2
dragedo,1569.72677334,144.260484715,9,5,4,1
dubs,1569.51165358,186.155039045,5,3,2,1
xanmor,1569.46534372,165.440574945,7,4,3,1
p0pe,1569.35512445,202.019275189,4,2,2,1
faddiaddi,1569.27703615,148.400567695,9,6,3,1
karenradish,1569.24427261,191.416268612,4,2,2,1
general tso,1569.18369269,151.022154923,9,5,4,2
hert,1569.08006349,180.816666513,5,3,2,1
llama,1569.03769946,128.767594931,14,8,6,2
younger,1569.03730262,113.010959923,16,9,7,3
oreo,1569.00477591,129.876210215,11,6,5,2
dash,1568.92504754,128.586590586,20,13,7,3
syd,1568.58082546,123.980258604,14,8,6,2
dove,1568.49857587,135.858270269,12,7,5,2
k8a,1568.01842871,179.49715024,5,3,2,1
joseidon,1567.96765682,128.947851673,14,8,6,2
master,1567.75769742,192.720751062,5,3,2,1
stanky,1567.68790945,200.554177479,4,2,2,1
golf,1567.37961371,122.82561795,15,8,7,3
feradit,1567.24706753,124.814826712,25,15,10,3
inspector waffles,1566.96181849,175.083292554,5,3,2,1
santa,1566.95130311,177.513148143,7,4,3,2
prozak,1566.88184064,177.204948682,11,6,5,2
phenoz,1566.80634848,185.788623829,5,3,2,1
pogopeanut,1566.80634848,185.737483412,5,3,2,1
bp,1566.80634848,185.635160312,5,3,2,1
el jefe,1566.80634848,185.635160312,5,3,2,1
the end,1566.76634801,175.87163199,5,3,2,1
l1fe,1566.64332249,186.575552617,5,3,2,1
fizzba,1566.51564704,162.100441907,7,4,3,1
catastrophe,1566.40102946,181.638933193,4,2,2,1
saron,1566.34997623,180.203747994,5,3,2,1
rappsody,1566.32479845,116.396487987,31,19,12,5
fugu,1566.24397064,182.777392755,5,3,2,1
mvzy,1566.23150573,154.502035025,8,5,3,1
spider,1566.19225954,133.784325782,11,6,5,2
woogity wu,1565.97322693,119.915916922,12,7,5,2
giogio,1565.95160212,123.27273736,13,7,6,2
jab [fritz],1565.91136431,195.255966727,4,2,2,1
clyvedaddy,1565.74119528,177.512293199,6,4,2,1
timemuffinphd,1565.525478,168.509785864,19,13,6,2
hugo popov,1565.50411837,172.014798592,6,3,3,1
visualwatch,1565.45982946,124.123622422,13,7,6,2
drasil,1565.4366641,164.829603321,7,4,3,1
will,1565.09288692,170.427174923,4,2,2,1
aiya,1565.00910157,186.096659893,5,3,2,1
supergoomba,1564.90596364,227.284367523,11,5,6,2
kunai,1564.82745315,172.147755311,5,3,2,1
cup,1564.5503543,122.666714061,14,8,6,2
bozo the fox,1564.54954421,208.277509007,4,2,2,1
felix,1564.50225873,179.833261123,6,3,3,1
grognar,1564.2175153,202.174842177,4,2,2,1
zhea,1564.08899668,103.242232893,21,11,10,4
rice,1563.98511617,128.30022922,15,8,7,3
ryse,1563.96558732,127.930290783,11,6,5,2
tangerine,1563.90237768,188.916014182,5,3,2,1
simon,1563.90237768,188.765093209,5,3,2,1
isafestrafe,1563.90237768,188.966294387,5,3,2,1
kendrick lamarth,1563.90237768,188.966294387,5,3,2,1
scyzel,1563.90237768,189.468362568,5,3,2,1
rookiejake,1563.90237768,188.513289755,5,3,2,1
banyoshi2015,1563.7561573,181.948663455,5,3,2,1
liva,1563.68878098,166.882279985,5,3,2,1
slim,1563.5130957,180.732016073,5,3,2,1
prosmashertim,1563.46589399,163.824977744,8,5,3,1
zepto,1563.41885033,123.904591737,14,8,6,2
monkeykills27,1563.41505141,186.298766327,5,3,2,1
nair-b,1563.41505141,187.265133794,5,3,2,1
squid kid,1563.41505141,186.960504746,5,3,2,1
benneh,1563.41505141,186.757142661,5,3,2,1
youngster joey,1563.41505141,187.062102883,5,3,2,1
milf,1563.41505141,186.655378532,5,3,2,1
coda,1563.41505141,186.960504746,5,3,2,1
amber,1563.41505141,186.298766327,5,3,2,1
jesus,1563.35695273,126.311200753,13,7,6,3
jip,1563.31194194,172.575490208,6,3,3,1
fizzi,1563.19643378,133.500070944,17,9,8,4
lightning weeg,1562.98830734,179.350316193,5,3,2,1
igge,1562.69735631,176.665392083,5,3,2,1
jwinks,1562.678951,197.511919826,4,2,2,1
jakpox,1562.50734976,179.27132804,5,3,2,1
tomato soup,1562.50235478,180.209149583,5,3,2,1
deadwing,1562.45667306,213.308862561,4,2,2,1
wawa,1562.38978039,134.526644356,12,6,6,2
mayb,1562.36775982,166.481481504,7,4,3,1
microsoft j,1562.31133126,183.07867085,5,3,2,1
mijo,1562.28870632,119.800096731,16,9,7,4
snax,1562.28103509,135.737659544,11,6,5,2
ghidra,1562.23772736,180.808302533,4,2,2,1
dang,1562.18889487,161.310371153,7,4,3,1
ryan mercado,1562.00502259,178.749342488,5,3,2,1
nintnt,1561.88263407,114.364759398,26,14,12,4
l,1561.72947169,148.367918658,10,6,4,2
epic!,1561.56464644,160.162431991,7,4,3,1
roma,1561.39562631,142.300850496,10,6,4,2
dynamic,1561.26036268,170.806026606,5,3,2,1
brian,1561.25470264,87.6878146338,32,17,15,5
pj,1560.93678753,140.810541282,13,6,7,2
yeti,1560.91889792,143.966325343,10,6,4,2
cuno,1560.90492981,162.88963265,7,4,3,1
b3n,1560.84588248,183.679144441,5,3,2,1
ibc,1560.80311483,107.052181819,19,11,8,3
luke,1560.79792643,202.915567226,4,2,2,1
arvi,1560.7819351,182.664445894,5,3,2,1
scoback,1560.68927561,200.223635962,4,2,2,1
semi,1560.6740564,189.689863311,5,3,2,1
mr fluffles,1560.55016288,147.414521128,9,5,4,2
ctl,1560.42982894,164.191331171,7,4,3,1
xeno,1560.18069893,213.73102133,8,4,4,2
hazard,1560.1406798,160.357051337,7,4,3,1
yohobojoe,1559.9626801,165.444480913,7,4,3,1
drugfreechu,1559.87805977,130.57306894,11,6,5,2
snowy,1559.81117761,123.080348884,12,7,5,2
thimo,1559.7362197,193.470991868,5,3,2,1
metroxe,1559.70079739,186.675834706,4,2,2,1
elu,1559.59540938,184.754096589,5,3,2,1
pb&j,1559.58699585,106.211276454,21,12,9,4
donaxi,1559.48428102,166.284133449,7,4,3,1
plat,1559.38186902,167.08247273,19,14,5,2
jopri,1559.34143178,180.493978845,5,3,2,1
zela,1559.34143178,180.493978845,5,3,2,1
daddy's milk,1559.28233453,135.502191295,12,7,5,2
elementalpenguin,1559.0953995,115.92877729,17,10,7,3
binary clone,1558.79023994,167.3922807,7,4,3,1
looke,1558.79023994,167.449023998,15,9,6,2
kone,1558.79023994,167.84568996,7,4,3,1
booteking,1558.78416629,130.728275759,17,10,7,3
aniolas,1558.67169173,127.017291833,25,17,8,3
paintman,1558.61609332,163.577228436,12,7,5,2
funk doctor,1558.54418592,184.694865454,5,3,2,1
emil,1558.48326291,120.371878153,14,8,6,3
cheez,1558.09405452,211.478212898,4,2,2,1
spot,1558.06626535,191.141582124,4,2,2,1
fearturkey,1557.95738703,177.995588386,5,3,2,1
xii,1557.79655242,144.841054568,8,5,3,1
spoked,1557.79442705,188.261302818,6,3,3,1
mtl-wizards,1557.79442705,188.261302818,6,3,3,1
josniff,1557.75730133,132.049820759,12,7,5,2
rudo,1557.73429749,151.946969248,9,5,4,2
kid,1557.73233218,135.312517224,18,10,8,3
johsyjam,1557.56703866,134.662998633,12,7,5,2
sora,1557.54900597,121.600611981,22,11,11,4
gas$,1557.5127138,161.995061914,7,4,3,1
jball,1557.43947197,184.904916323,5,3,2,1
utto,1557.43947197,185.264211548,5,3,2,1
wryr,1557.3144003,178.860585874,5,3,2,1
frikky,1557.26087428,132.515116756,12,7,5,2
pinkman,1557.2466425,253.009165096,11,4,7,2
parcheesy,1557.16573977,211.240311537,4,2,2,1
macintosh,1557.0205198,180.640045442,5,3,2,1
slartibartfast42,1556.98322966,107.095008681,21,12,9,3
tonymalone,1556.94470172,114.417146165,19,10,9,3
hestoned,1556.81803172,107.055776757,20,12,8,5
kal-el,1556.65723029,118.638572122,15,8,7,3
snap,1556.58291314,148.371780984,9,5,4,2
swag,1556.47871663,184.607847925,5,3,2,1
shlomer,1556.47871663,184.607847925,5,3,2,1
og swaglord,1556.43689129,123.701652981,13,7,6,2
magicalhatsdx,1556.43598489,172.572251236,7,4,3,1
cipher,1556.43598489,172.572251236,7,4,3,1
tpwn,1556.43598489,172.020876339,7,4,3,1
chibo,1556.43598489,172.572251236,7,4,3,1
noremac,1556.43598489,172.572251236,7,4,3,1
cera,1556.43598489,172.572251236,7,4,3,1
roochi,1556.43598489,172.572251236,7,4,3,1
realdingoes,1556.43598489,172.572251236,7,4,3,1
braixen,1556.43598489,172.572251236,7,4,3,1
suntherion,1556.43598489,172.462117279,7,4,3,1
zodiac,1556.43598489,172.296784348,7,4,3,1
datsun,1556.43598489,172.572251236,7,4,3,1
saba,1556.43598489,172.572251236,7,4,3,1
the___cheese,1556.43598489,172.572251236,7,4,3,1
b flat,1556.43598489,172.572251236,7,4,3,1
yeeman,1556.43598489,172.572251236,7,4,3,1
sgt5,1556.43598489,172.572251236,7,4,3,1
cobbler,1556.43598489,172.572251236,7,4,3,1
nokes,1556.43598489,172.572251236,7,4,3,1
yat,1556.43598489,172.296784348,7,4,3,1
hommsar,1556.43598489,172.572251236,7,4,3,1
billz,1556.43598489,172.572251236,7,4,3,1
aqua,1556.43598489,172.020876339,7,4,3,1
glitchbird,1556.43598489,172.572251236,7,4,3,1
pk_fired,1556.43598489,172.076093332,7,4,3,1
batterybird,1556.43598489,172.572251236,7,4,3,1
baise,1556.43598489,172.572251236,7,4,3,1
r.o.m.,1556.43598489,172.572251236,7,4,3,1
scape,1556.43598489,172.572251236,7,4,3,1
third strongest,1556.43598489,172.572251236,7,4,3,1
speedy,1556.43598489,172.462117279,7,4,3,1
massheist,1556.43598489,172.572251236,7,4,3,1
kaddy,1556.43598489,171.744525085,7,4,3,1
kony,1556.43598489,172.572251236,7,4,3,1
ja-fraud,1556.43598489,172.572251236,7,4,3,1
momoraine,1556.43598489,172.572251236,7,4,3,1
brand,1556.43598489,172.572251236,7,4,3,1
theunabletable,1556.43598489,172.572251236,7,4,3,1
ninji,1556.43598489,172.572251236,7,4,3,1
k27,1556.43598489,172.572251236,7,4,3,1
salvadoc,1556.43598489,172.572251236,7,4,3,1
omadon,1556.43598489,172.462117279,11,4,7,2
pod,1556.43598489,172.572251236,7,4,3,1
ac_anon,1556.43598489,172.462117279,14,8,6,2
pyntarn,1556.43598489,172.462117279,7,4,3,1
bryan,1556.43598489,172.572251236,7,4,3,1
you,1556.37893415,172.465779651,5,3,2,1
birdo,1556.30392644,186.804267641,5,3,2,1
perryg45,1556.30392644,186.804267641,5,3,2,1
beegs,1556.16749351,182.889832435,11,6,5,2
arm & hammer,1556.13129578,134.022780638,11,6,5,2
wisely,1556.1181497,153.208756022,9,5,4,2
aero,1556.11585335,146.529424265,12,6,6,3
dair raid,1555.91273919,186.389116411,5,3,2,1
floss,1555.36387604,153.431759242,9,5,4,2
epsilon,1555.1077093,187.344283538,5,3,2,1
g.i. moe,1555.04994993,181.765293248,6,3,3,1
joatguy,1554.8632193,211.483844891,9,5,4,2
jofj,1554.83974205,177.190258605,5,3,2,1
tainted,1554.7383441,197.972220407,4,2,2,1
weissclimbers,1554.48366912,182.360047617,5,3,2,1
shiki,1554.38959298,185.07444817,5,3,2,1
kieran,1554.34403095,193.237039215,13,8,5,2
shameless,1554.27814816,143.259089292,10,6,4,2
armo,1554.12605496,152.783649369,9,5,4,2
moss,1554.05900165,180.751655806,5,3,2,1
treetz,1554.03916843,171.270978327,6,3,3,1
slickah,1553.83766008,177.158969361,5,3,2,1
d. disciple,1553.75372373,119.537151984,17,10,7,3
snow wiener,1553.6064548,180.980515253,5,3,2,1
dr. robotnik,1553.42059639,200.328363834,4,2,2,1
clockmire,1553.24298224,165.964539959,7,4,3,1
pants,1553.22929106,127.486880695,13,7,6,2
dodge,1553.22216271,176.847890281,5,3,2,1
ctm,1553.13552114,131.290329049,11,6,5,2
ceephax,1552.54573275,124.707392163,12,6,6,2
flerr,1552.51386863,193.276383514,5,3,2,1
cakeassault,1552.51386863,192.981243711,5,3,2,1
zuppy,1552.48751266,183.197740191,12,5,7,2
didact,1552.39904755,165.587633311,7,4,3,1
ploopy,1552.31578295,178.187164448,5,3,2,1
moo,1552.21857295,143.34598497,15,7,8,4
jussy,1551.94826507,182.656268478,4,2,2,1
stane,1551.79550712,200.190777483,4,2,2,1
alexisstarving,1551.59918628,171.442633975,5,3,2,1
volume,1551.35525793,156.39287245,8,4,4,2
lectril,1551.28161361,136.62052894,11,6,5,4
golden,1551.13620039,148.527751173,9,5,4,2
rebaz,1551.06859253,153.268278016,8,4,4,2
anytime99,1550.91290324,161.570069245,7,4,3,1
wezl,1550.50256675,208.981618339,4,2,2,1
cd,1550.47447956,208.700705805,4,2,2,1
wavy j,1550.46465128,187.490839884,5,3,2,1
pandawasp,1550.46465128,187.490839884,5,3,2,1
zirix,1550.4079192,199.774261664,4,2,2,1
shuffle,1550.32572734,133.076667163,13,8,5,2
hotline,1550.20339559,166.396427588,7,4,3,1
yuji,1550.15619129,181.004517092,5,3,2,1
boga,1550.02733085,208.745906696,4,2,2,1
dingus,1549.8569039,96.0477329272,26,15,11,5
2jayys,1549.75925517,209.706815764,4,2,2,1
m00nbarker,1549.69893171,168.099654599,5,3,2,1
yankee,1549.63027862,129.582905079,13,7,6,2
peachicedt,1549.57445137,197.354404968,4,2,2,1
seaghost,1549.57443681,120.167747172,17,10,7,4
wndy,1549.56015691,146.380322143,8,4,4,1
lama,1549.31369212,150.019891812,9,5,4,2
anti,1549.22098359,148.847553733,9,5,4,2
nml,1549.20212322,198.332957773,4,2,2,1
vesp,1549.10979035,172.871591856,7,4,3,1
pappa,1549.10979035,172.871591856,7,4,3,1
cross,1548.96383355,176.362466638,5,3,2,1
grrg,1548.93960473,153.502413795,9,5,4,2
ragingcherry,1548.9284056,153.485203458,9,5,4,2
gay falcon,1548.89586453,204.409567402,5,3,2,1
truth,1548.6291316,157.671673329,9,5,4,2
ginjew,1548.57069346,171.593236975,6,3,3,1
wumpus,1548.54697375,153.945671195,9,5,4,2
agud,1548.52476917,175.315652538,5,3,2,1
truckasaurus,1548.42787623,207.947755113,14,6,8,2
lvvn,1548.39314428,174.57682662,5,3,2,1
fish$auce,1548.31124526,182.988648923,5,3,2,1
freeshampoo,1548.2455221,183.521576885,5,3,2,1
bad horse,1548.10158953,154.141817572,9,5,4,2
themaik,1548.04065567,165.376653495,7,4,3,1
sveet,1547.9985918,131.661970041,11,6,5,2
mw,1547.89063984,195.470435209,4,2,2,1
thebourgelispig,1547.72271062,154.265556777,9,5,4,1
trixter,1547.45630294,112.131598276,16,9,7,2
bunbun,1546.75748782,190.119484597,4,2,2,1
pops,1546.67869128,130.86011374,12,6,6,2
issi^,1546.65635674,124.485692611,15,8,7,2
reset,1546.61257921,193.550771888,5,3,2,2
dain bramage,1546.50800252,149.607600277,9,5,4,2
benx,1546.48235312,156.580463998,9,5,4,2
royal flush,1546.48235312,156.580463998,9,5,4,2
bluefalcon,1546.41527616,156.772477999,9,5,4,2
fitz,1546.35925876,156.982550121,9,5,4,2
cronus,1546.35925876,156.072166136,9,5,4,1
bevan,1546.35925876,156.072166136,9,5,4,1
mama's little baby,1546.35925876,156.072166136,9,5,4,1
loota,1546.35925876,156.558363055,9,5,4,1
kenji,1546.35925876,156.679676546,9,5,4,1
oldiz,1546.29069103,118.440672338,17,9,8,3
metallic,1546.21337728,157.608115381,9,5,4,2
super,1546.21337728,157.608115381,9,5,4,2
cortex,1546.20496584,157.633220235,9,5,4,2
skiddy,1546.01456154,185.197029244,5,3,2,1
compton,1545.98570646,189.692104277,4,2,2,1
flux,1545.82872905,131.286740148,13,7,6,3
puncayshun,1545.80095867,157.659481694,6,3,3,1
pizza,1545.61899248,111.670865381,19,10,9,3
kratos,1545.54172292,142.853688405,10,6,4,2
renke,1545.52476515,184.20848089,4,2,2,1
paf,1545.4522934,143.788474421,12,6,6,2
gamba,1545.35808583,211.343632053,13,4,9,2
paco,1545.32599481,158.978459481,8,4,4,2
momspaghetti,1545.25750947,158.24730903,16,5,11,3
disciple,1545.20182356,154.184285452,8,4,4,2
barbado,1545.19627029,176.501929243,6,3,3,1
marky,1545.17740615,195.937419808,4,2,2,1
wonder,1544.94662425,158.663827129,9,5,4,2
kpopoppa,1544.80991637,208.192967541,4,2,2,1
spoonfullofpasta,1544.79365168,196.555142924,4,2,2,1
arcadia,1544.67170273,125.591595698,16,9,7,3
ringringring,1544.63032025,221.259190576,4,2,2,1
vt stickman,1544.61351099,169.516287389,5,3,2,1
slag,1544.50351478,137.706951341,10,6,4,2
kirbstir,1544.48830252,139.03737011,10,6,4,2
genoblast,1544.45196219,131.479717821,10,5,5,2
deep fox,1544.3988364,152.336092732,9,5,4,2
2shotko,1544.36892726,150.153966907,9,5,4,1
jedi master kushala,1544.33397498,186.465683415,5,3,2,1
high-c,1544.31395954,130.173952055,13,7,6,2
im_jk,1544.28580296,172.410568725,6,3,3,1
mongoose,1544.18986499,150.530266133,9,5,4,2
x,1544.11345944,158.72883684,9,5,4,2
wumbologist,1543.85307424,182.676888617,5,3,2,1
burritowolf,1543.85307424,182.988648923,5,3,2,1
shanahan,1543.83553134,180.268231277,5,3,2,1
dragmire jr,1543.80213347,130.46580553,20,11,9,3
phalanx,1543.79369874,140.64594367,10,6,4,2
roboticphish,1543.7378509,96.5306722293,25,14,11,4
yohosebastion,1543.68112235,181.278130377,4,2,2,1
one_trickpony,1543.45082927,189.252649144,4,2,2,1
cucco puffs,1543.36909571,160.357149056,7,4,3,1
skoopdish,1543.34685311,182.564572211,5,3,2,1
radamen,1543.22943125,206.123904434,4,2,2,1
supadice2,1543.09955407,143.652210075,10,6,4,2
cranberry,1543.06944363,194.607584686,4,2,2,1
dirty,1542.73766201,177.322124925,5,3,2,1
moonpanda,1542.732589,189.425582785,4,2,2,1
luxy,1542.67195623,146.5751005,9,5,4,2
hrctypo,1542.66810423,146.564019662,9,5,4,2
tails,1542.60506497,156.427644131,11,5,6,2
pixel,1542.54729644,138.478506872,18,8,10,3
riff [harpster],1542.31721517,179.018995494,5,3,2,1
citizen snips,1542.29030203,147.99280203,9,5,4,2
tyrø,1542.23252857,124.065501912,15,8,7,3
mpfuture,1542.15611589,168.340571259,7,4,3,1
nair (wolf),1542.15014366,202.115289915,4,2,2,1
tehpinkemobunni,1541.88223966,144.401218798,10,6,4,2
wizard,1541.68727612,144.685019029,10,6,4,2
enemy,1541.59949896,193.834142512,5,3,2,1
shriekin' desparado,1541.59949896,193.981119709,5,3,2,1
sk_jynx,1541.59949896,193.834142512,5,3,2,1
bench,1541.59949896,193.637999379,5,3,2,1
goad,1541.59949896,193.785125341,5,3,2,1
worldstar,1541.59949896,193.834142512,5,3,2,1
mak,1541.59949896,193.637999379,5,3,2,1
the jazz,1541.59949896,193.392540713,5,3,2,1
icefang,1541.59949896,193.785125341,5,3,2,1
lafungo,1541.29647996,170.367977131,5,3,2,1
ders,1541.26373361,148.856995564,9,5,4,2
skiddmarx,1541.19340774,199.37353212,4,2,2,1
waves,1541.08952929,180.92211321,5,3,2,1
thecivilyoshi,1540.92962121,137.996131036,11,6,5,2
crossie,1540.89753126,160.277864267,8,4,4,2
rannulf,1540.8838952,183.500318525,5,3,2,1
krump,1540.70374044,184.958200847,5,3,2,1
lion,1540.56903011,143.208129801,11,6,5,2
mr. brandandorf,1540.24153046,130.628388181,13,7,6,2
billyboy48,1540.11794235,167.401867081,7,4,3,1
bees!,1540.11794235,167.117877865,7,4,3,1
schlag,1540.05141104,116.078779101,16,8,8,2
solarbear,1539.99018189,135.132725753,11,6,5,2
linder,1539.92290055,194.403600177,4,2,2,1
tetsu,1539.65260923,191.69419454,5,3,2,1
ancient genesis,1539.53853561,206.090106309,4,2,2,1
lucifer,1539.46977894,185.968394069,4,2,2,1
marko64,1539.29690317,139.278909257,19,8,11,3
ritaverdronk,1539.27779244,206.497814955,4,2,2,1
stew,1539.1804208,182.777392755,5,3,2,1
mr. manager,1539.1804208,183.348235067,5,3,2,1
malcodafalco,1538.91515624,146.218815864,16,10,6,3
fate,1538.66534785,210.373266904,8,4,4,2
phrigid,1538.43767091,154.834843063,9,4,5,2
suidt,1538.38987413,172.950534589,6,3,3,1
zaik,1538.3401784,113.944523794,17,8,9,3
squeakie,1538.29788935,182.36236808,11,6,5,2
mellamo,1538.29788935,182.36236808,5,3,2,1
zeal,1538.24923656,97.8892474438,37,21,16,6
fout nl,1538.06572038,199.903217683,4,2,2,1
saggystardust,1538.06572038,200.283040819,4,2,2,1
milk,1538.00252798,105.135620324,22,12,10,6
borp,1537.95840516,178.859018622,5,3,2,1
red rice,1537.86910599,187.783398028,5,3,2,1
samyboy03,1537.84446069,204.974835894,4,2,2,1
xin,1537.63740441,198.195219994,4,2,2,1
faheid,1537.50203601,206.122654716,4,2,2,1
trix,1537.38447935,128.653092073,13,6,7,1
koschka,1537.37301476,145.056377779,9,5,4,2
xiii,1537.25554674,181.703309121,5,3,2,1
mombacat,1537.07195077,168.596747025,7,3,4,2
schmep,1537.03422425,166.528121337,7,4,3,1
hunt,1536.57717384,156.754594799,8,4,4,2
ivan,1536.33784143,148.600941531,7,4,3,1
jeremy,1536.25261171,204.385010431,4,2,2,1
nogget,1536.08995154,169.510958969,6,3,3,1
ein,1536.05583449,200.556981597,4,2,2,1
thesuslur14,1536.05295173,204.986753312,11,5,6,2
gosu,1536.00485565,132.606995879,11,6,5,2
q. amp,1535.96336514,204.232505127,4,2,2,1
daddy,1535.96306236,124.103793075,13,7,6,2
thorne,1535.94513037,139.792679317,11,6,5,2
stroker,1535.80117243,175.77063403,6,3,3,1
bob-omb,1535.79886314,148.312384495,9,5,4,2
syphichan,1535.51938652,141.508084261,11,6,5,2
squelch,1535.47548481,204.882034106,4,2,2,1
scoot,1535.4537698,194.804191334,5,3,2,1
angryfalco,1535.43642012,190.88980704,4,2,2,1
dickey,1535.37131975,204.952920766,4,2,2,1
